Window,MMSI,Average_SOG,STD_SOG,distance_to_coast_m,far_from_coast,mean_acceleration,std_acceleration,mean_abs_acceleration,mean_turning_intensity,max_turning_intensity,turning_spike_count,avg_distance_between_pings,density,max_SOG,min_SOG,delta_SOG,Behavior_Label
2025-06-02 00:00:00,211101000,0.0,0.0,38.65249925871238,0,0.0,0.0,0.0,7.391228214685351,150.01417489494327,1,0.5181840145834454,1.9297791403551015,0.0,0.0,0.0,0
2025-06-02 00:20:00,211101000,0.0,0.0,38.66232050101486,0,0.0,0.0,0.0,5.199887965316082,18.481372977637015,0,0.705725865782904,1.4169607192779636,0.0,0.0,0.0,0
2025-06-02 00:40:00,211101000,0.0,0.0,38.910698412065315,0,0.0,0.0,0.0,6.316746201202668,156.5987081020769,2,0.4972829371365368,2.0108871961023644,0.0,0.0,0.0,0
2025-06-02 01:00:00,211101000,0.0,0.0,38.76055956080254,0,0.0,0.0,0.0,4.383732216716648,19.999999596457272,1,0.5868216673111336,1.7040661840592315,0.0,0.0,0.0,0
2025-06-02 01:20:00,211101000,0.0,0.0,39.31509026930301,0,0.0,0.0,0.0,6.313921386342978,137.28577201360133,2,0.6816916542451573,1.466917373271291,0.0,0.0,0.0,0
2025-06-02 01:40:00,211101000,0.0,0.0,38.679198276136496,0,0.0,0.0,0.0,6.5169647188752755,51.22783410785439,3,0.5938651975649054,1.6838554701397657,0.0,0.0,0.0,0
2025-06-02 02:00:00,211101000,0.0,0.0,38.42670904966802,0,0.0,0.0,0.0,6.753835071113845,40.55646518718979,1,0.48065561734432954,2.080448369752314,0.0,0.0,0.0,0
2025-06-02 02:20:00,211101000,0.0,0.0,38.000623387625154,0,0.0,0.0,0.0,6.6250079311750065,54.63553345867425,4,0.5462407357513764,1.8306611498188363,0.0,0.0,0.0,0
2025-06-02 02:40:00,211101000,0.0,0.0,38.29630432760773,0,0.0,0.0,0.0,5.200798390605054,33.40065235840566,1,0.5531855632869703,1.8076789952150245,0.0,0.0,0.0,0
2025-06-02 03:00:00,211101000,0.0,0.0,37.52263599885041,0,0.0,0.0,0.0,7.352452193517492,39.73981028662365,4,0.57832283167436,1.7291081281082565,0.0,0.0,0.0,0
2025-06-02 03:20:00,211101000,0.0,0.0,36.662495527907915,0,0.0,0.0,0.0,5.165572398092938,17.2786017370466,0,0.815093586113007,1.2268379345117477,0.0,0.0,0.0,0
2025-06-02 03:40:00,211101000,0.0,0.0,38.1935905595854,0,0.0,0.0,0.0,6.375800137323106,41.232269122891495,4,0.6013857101488436,1.662798691650965,0.0,0.0,0.0,0
2025-06-02 04:00:00,211101000,0.0,0.0,39.43167508854364,0,0.0,0.0,0.0,6.511517422904249,29.999999894727978,2,0.49830915551689914,2.006746056074675,0.0,0.0,0.0,0
2025-06-02 04:20:00,211101000,0.0,0.0,38.84140903323617,0,0.0,0.0,0.0,6.585145864428289,50.004725270459346,3,0.4207683174851413,2.376548311654182,0.0,0.0,0.0,0
2025-06-02 04:40:00,211101000,0.0,0.0,38.112184531248566,0,0.0,0.0,0.0,7.02126993091403,47.02257427269213,3,0.6090326411857004,1.6419211601558361,0.0,0.0,0.0,0
2025-06-02 05:00:00,211101000,0.0,0.0,38.40653328927175,0,0.0,0.0,0.0,9.453401877146,169.11267867467552,2,0.608906434301944,1.6422614724570384,0.0,0.0,0.0,0
2025-06-02 05:20:00,211101000,0.0,0.0,39.380384794511734,0,0.0,0.0,0.0,6.875381526863866,120.01418165036978,1,0.572357430754773,1.7471294596223164,0.0,0.0,0.0,0
2025-06-02 05:40:00,211101000,5.609210526315789,3.9443539204063436,478.49140772566966,0,0.01467988808399292,0.03554349438239291,0.023161752152157294,3.7226384725437662,130.90958709609367,2,21.135692137761268,0.04731330870779966,10.4,0.0,10.4,1
2025-06-02 06:00:00,211101000,6.604301075268817,1.69390942076597,1206.0257647634267,1,-0.0031492086953425476,0.019334126708190968,0.012372068693780833,1.2692775778153504,36.25134841352744,2,46.60803541934145,0.021455523204262476,10.2,5.0,5.199999999999999,1
2025-06-02 06:20:00,211101000,7.622705314009663,0.9632652928394653,1214.987762472491,1,0.0025979217550537136,0.02476356375044813,0.015457684554430036,1.2661598320655487,62.419946235950675,1,23.1558073963603,0.04318569208259446,9.4,5.7,3.7,1
2025-06-02 06:40:00,211101000,8.517557251908396,2.5419399289649287,2909.713060302723,1,-0.008448415884232147,0.029299397744943622,0.01567266978295047,2.0221341429704927,144.9502605203228,2,40.7779644704075,0.024523042475434825,10.6,2.8,7.8,1
2025-06-02 07:00:00,211101000,1.935576923076923,0.7118849952433166,1996.9025903031313,1,-0.003300572714485972,0.028284947561679274,0.017075548577627223,1.6794675710384117,42.990494086741364,1,12.034891996225651,0.08309166126268555,2.8,0.4,2.4,2
2025-06-02 07:20:00,211101000,2.196341463414634,0.8369452374798348,2431.255241032771,1,0.0009601411461167555,0.034991816987423374,0.021655604219628612,1.8517154759573289,26.3252706728719,1,8.506361097927536,0.11755894358331449,4.0,0.2,3.8,2
