Window,MMSI,Average_SOG,STD_SOG,distance_to_coast_m,far_from_coast,mean_acceleration,std_acceleration,mean_abs_acceleration,mean_turning_intensity,max_turning_intensity,turning_spike_count,avg_distance_between_pings,density,max_SOG,min_SOG,delta_SOG,Behavior_Label
2025-06-02 00:00:00,211101000,0.0,0.0,38.657215674507356,0,0.0,0.0,0.0,6.333339818438118,150.01417489494327,1,0.6095722012163095,1.6404678450333414,0.0,0.0,0.0,0
2025-06-02 00:40:00,211101000,0.0,0.0,38.83284863733647,0,0.0,0.0,0.0,5.314442653691399,156.5987081020769,3,0.5415188550012562,1.8466236669838776,0.0,0.0,0.0,0
2025-06-02 01:20:00,211101000,0.0,0.0,39.00179714096244,0,0.0,0.0,0.0,6.413957369688159,137.28577201360133,5,0.6374781395309439,1.5686566352995808,0.0,0.0,0.0,0
2025-06-02 02:00:00,211101000,0.0,0.0,38.21366621864659,0,0.0,0.0,0.0,6.689421501144426,54.63553345867425,5,0.5116676052086753,1.954355613418286,0.0,0.0,0.0,0
2025-06-02 02:40:00,211101000,0.0,0.0,37.89483319484717,0,0.0,0.0,0.0,6.3173322559001575,39.73981028662365,5,0.5650032297983308,1.7698700619044414,0.0,0.0,0.0,0
2025-06-02 03:20:00,211101000,0.0,0.0,37.387751069228834,0,0.0,0.0,0.0,5.738838169307228,41.232269122891495,4,0.7104853510357613,1.4074687449287295,0.0,0.0,0.0,0
2025-06-02 04:00:00,211101000,0.0,0.0,39.11311880472691,0,0.0,0.0,0.0,6.551253407218811,50.004725270459346,5,0.4558070252586116,2.193862766386669,0.0,0.0,0.0,0
2025-06-02 04:40:00,211101000,0.0,0.0,38.267015380844576,0,0.0,0.0,0.0,8.300599451764374,169.11267867467552,5,0.6090233893344318,1.6419461026477176,0.0,0.0,0.0,0
2025-06-02 05:20:00,211101000,3.3968127490039843,4.116084280089126,305.2962233823046,0,0.008925371955067696,0.028595267262779254,0.014082345308511634,4.958513749837246,130.90958709609367,3,12.992604533437586,0.07696680274985578,10.4,0.0,10.4,0
2025-06-02 06:00:00,211101000,7.3069999999999995,1.3208835848840186,1212.209543182681,1,0.0008163113154308723,0.023336716870183002,0.014501143637628782,1.2671263332479872,62.419946235950675,3,30.323618952236725,0.03297758330888158,10.2,5.0,5.199999999999999,1
2025-06-02 06:40:00,211101000,5.604680851063829,3.8139335478099747,2505.7458735794994,1,-0.006170221460174264,0.02890741135241099,0.016293518270807415,1.870485957945231,144.9502605203228,3,28.01407245564463,0.035696332427925276,10.6,0.4,10.2,2
2025-06-02 07:20:00,211101000,2.0529032258064515,0.820514455196843,2268.2695501668286,1,0.000933565519281588,0.02815509737162247,0.01672550439423754,1.8373372825013685,44.172083086467154,3,8.57162432808972,0.11666386615711598,4.0,0.2,3.8,2
2025-06-02 08:00:00,211101000,2.251408450704225,2.092869803959169,2248.544519477298,1,-0.00017537567586216462,0.04783785370109939,0.027597224712332096,2.1849662031404304,123.05127599822117,1,9.467477841603905,0.10562464053089168,8.7,0.1,8.6,2
2025-06-02 08:40:00,211101000,1.5348547717842322,0.8593777300975117,2440.523688934361,1,-0.0004269528754703728,0.020533941619259623,0.011767138712728786,2.4099654647566293,166.7362316844426,3,7.965425507645372,0.1255424137249221,3.7,0.3,3.4000000000000004,2
2025-06-02 09:20:00,211101000,2.0335907335907337,1.0299351989432766,2050.0862568682896,1,0.003384424695215993,0.02045155276727796,0.012407665566316355,2.15158362992088,158.04352472000244,2,9.354872413150108,0.10689605233244892,4.7,0.1,4.6000000000000005,2
2025-06-02 10:00:00,211101000,2.018220338983051,0.7399012370619761,2256.450098755055,1,0.002168541799734439,0.02802310180486899,0.019542057780044468,1.8857615986050635,134.95752577748368,1,11.340959000460321,0.0881758869069663,3.4,0.2,3.1999999999999997,2
2025-06-02 10:40:00,211101000,2.2601449275362318,0.6207373744270119,2132.713511617371,1,0.002812287521309654,0.020065228283760714,0.011482271999074454,1.9360049719468733,162.48355389462864,3,10.206771557579783,0.09797407678009704,4.8,0.5,4.3,2
2025-06-02 11:20:00,211101000,1.8738532110091743,0.8542681221002257,2100.8255700308905,1,-5.785582996907733e-05,0.02632422727102213,0.017034569447137538,1.4900993990575935,28.956578529937246,2,12.329042147711757,0.08110923597525684,4.3,0.2,4.1,2
2025-06-02 12:00:00,211101000,1.8739910313901345,0.6692376595532016,2026.6002634191832,1,-0.002691641354451434,0.019259063842818322,0.011624754242019574,2.566297606429672,180.0,5,10.748517947525166,0.0930359957086262,3.5,0.0,3.5,2
2025-06-02 12:40:00,211101000,1.83681592039801,0.6912581362597285,2158.866544550726,1,0.0010634538967145494,0.02242048669183455,0.015601766938343786,1.7622264154802858,137.7236215956773,2,11.797833044080994,0.0847612564655793,3.3,0.1,3.1999999999999997,2
2025-06-02 13:20:00,211101000,1.5600877192982456,1.0048051912921427,2262.437034047462,1,7.463355863264903e-05,0.027569499724778273,0.015716138239349513,1.8013607013908863,71.71007646661778,2,9.170554819047506,0.10904453757558896,4.2,0.0,4.2,2
2025-06-02 14:00:00,211101000,1.7847107438016527,0.7464255895914577,2254.467795465201,1,-0.002131022204066555,0.0355309293459303,0.018764679952376854,2.406300141549472,176.68846410232254,3,9.985582973851646,0.10014427812335312,3.6,0.1,3.5,2
2025-06-02 14:40:00,211101000,1.965843621399177,0.8173392177867681,2175.602794646233,1,-0.0069156890303796945,0.08226213898200378,0.02250124757236946,2.140836500641747,123.4760752360022,3,10.481782177791803,0.0954035324339611,4.6,0.1,4.5,2
2025-06-02 15:20:00,211101000,2.133783783783784,0.980906122362729,1904.05699962733,1,0.0022531291778809808,0.039534646388326496,0.023985781942028588,2.4212743254858853,136.1077430952464,4,9.640585171131605,0.10372803569166165,5.1,0.3,4.8,2
2025-06-02 16:00:00,211101000,2.989655172413793,1.8975511232248754,2326.7270961924673,1,0.0021055660825990046,0.027998501945852697,0.016794232483304125,2.1411023819782784,129.8795334086941,3,14.669232854837999,0.0681698442036628,8.3,0.3,8.0,2
2025-06-02 16:40:00,211101000,0.7819095477386935,1.7882541488468517,3440.3466543102936,1,-0.005241863986904981,0.022941338869017006,0.009149749278022222,3.6187974454342213,35.59045194507861,2,4.86743644739207,0.20544653357938644,8.1,0.0,8.1,0
2025-06-02 17:20:00,211101000,0.0,0.0,3415.984136842328,1,0.0,0.0,0.0,4.813679258663145,43.614328443922,3,0.38161241797992623,2.62039113240093,0.0,0.0,0.0,0
2025-06-02 18:00:00,211101000,0.0,0.0,3413.750243798052,1,0.0,0.0,0.0,5.22415566785742,30.0,2,0.4898069810390031,2.0415788727430257,0.0,0.0,0.0,0
