Window,MMSI,Average_SOG,STD_SOG,distance_to_coast_m,far_from_coast,mean_acceleration,std_acceleration,mean_abs_acceleration,mean_turning_intensity,max_turning_intensity,turning_spike_count,avg_distance_between_pings,density,max_SOG,min_SOG,delta_SOG,Behavior_Label
2025-02-18 00:00:00,219001518,0.0,0.0,495.95827261002836,0,0.0,0.0,0.0,7.901818462651226,151.22859877782201,8,0.2630150495911353,3.801919252764977,0.0,0.0,0.0,0
2025-02-18 00:20:00,219001518,0.0,0.0,497.0104511336125,0,0.0,0.0,0.0,8.275390912377642,22.4999997914135,8,0.2289006249889194,4.368517188961437,0.0,0.0,0.0,0
2025-02-18 00:40:00,219001518,0.0,0.0,497.0919903481761,0,0.0,0.0,0.0,8.995474880592417,19.999999908478216,12,0.21302663319325635,4.694028369725732,0.0,0.0,0.0,0
2025-02-18 01:00:00,219001518,0.0,0.0,496.82199035413373,0,0.0,0.0,0.0,8.781881100817895,89.99999966812851,11,0.1682798633728195,5.9421285391661325,0.0,0.0,0.0,0
2025-02-18 01:20:00,219001518,0.0,0.0,496.3514637092437,0,0.0,0.0,0.0,9.660040163514363,89.99999966812845,9,0.17223971024187545,5.8055250055038465,0.0,0.0,0.0,0
2025-02-18 01:40:00,219001518,0.0,0.0,496.4200052653547,0,0.0,0.0,0.0,7.631888223040909,20.0,7,0.14296866224605634,6.9940506107062985,0.0,0.0,0.0,0
2025-02-18 02:00:00,219001518,0.0,0.0,496.0828786656971,0,0.0,0.0,0.0,9.41616770459437,89.99999966812845,10,0.1300395136631329,7.689379005217187,0.0,0.0,0.0,0
2025-02-18 02:20:00,219001518,0.0,0.0,496.0993295606748,0,0.0,0.0,0.0,6.920106810921163,20.0,5,0.12646960414771696,7.906413106986709,0.0,0.0,0.0,0
2025-02-18 02:40:00,219001518,0.0,0.0,495.5770011137717,0,0.0,0.0,0.0,8.367245376528581,90.0,6,0.19634774489972137,5.092745389343789,0.0,0.0,0.0,0
2025-02-18 03:00:00,219001518,0.0,0.0,495.505466810804,0,0.0,0.0,0.0,8.499138955641428,89.99999917032085,8,0.21674772364669448,4.613445754901707,0.0,0.0,0.0,0
2025-02-18 03:20:00,219001518,0.0,0.0,495.28102597273704,0,0.0,0.0,0.0,8.58825256305114,89.99999966812845,12,0.19986125619062442,5.003220668440008,0.0,0.0,0.0,0
2025-02-18 03:40:00,219001518,0.0,0.0,496.29969010999116,0,0.0,0.0,0.0,8.126153252560792,22.5,9,0.15080760247955544,6.630525771257756,0.0,0.0,0.0,0
2025-02-18 04:00:00,219001518,0.0,0.0,496.5837802957774,0,0.0,0.0,0.0,10.476642393341963,180.0,9,0.15039606345658652,6.648668125594829,0.0,0.0,0.0,0
2025-02-18 04:20:00,219001518,0.0,0.0,497.1747084001449,0,0.0,0.0,0.0,8.708330212786171,151.2285859542776,8,0.1720126203776094,5.81318897366454,0.0,0.0,0.0,0
2025-02-18 04:40:00,219001518,0.0,0.0,496.5117580903439,0,0.0,0.0,0.0,8.711236190908386,47.679858766397274,12,0.13167508746069234,7.593874289664708,0.0,0.0,0.0,0
2025-02-18 05:00:00,219001518,0.0,0.0,496.71435291167666,0,0.0,0.0,0.0,9.685955238582517,167.61214525223772,12,0.17309725956838184,5.776765240772436,0.0,0.0,0.0,0
2025-02-18 05:20:00,219001518,0.0,0.0,497.5698344827796,0,0.0,0.0,0.0,10.446503903677144,164.64758236297854,9,0.1709245235671103,5.850193273609773,0.0,0.0,0.0,0
2025-02-18 05:40:00,219001518,0.0,0.0,497.6936116267489,0,0.0,0.0,0.0,11.29108274968243,151.2285871424499,8,0.20580732686584502,4.858677426375358,0.0,0.0,0.0,0
2025-02-18 06:00:00,219001518,0.0,0.0,498.5777161315323,0,0.0,0.0,0.0,9.171032118347537,180.0,10,0.18383406083657983,5.439392469082297,0.0,0.0,0.0,0
2025-02-18 06:20:00,219001518,0.0,0.0,498.6824647750881,0,0.0,0.0,0.0,9.306722162977008,180.0,10,0.17748646850281588,5.633914907913424,0.0,0.0,0.0,0
